,N1,N2,N3,N4,N5,Powerball
28,4,5,16,24,26,22
35,1,26,35,39,54,18
47,2,5,17,36,39,21
56,2,17,18,21,25,22
58,14,31,39,51,62,19
2,4,5,7,23,57,20
17,2,14,21,60,65,24
31,1,16,36,39,69,21
35,17,23,30,40,68,21
44,2,9,26,39,48,24
48,8,23,26,55,62,25
53,15,16,26,30,64,25
57,13,31,33,47,62,22
62,8,19,36,60,68,22
10,1,8,26,27,43,19
13,13,30,34,37,42,17
16,2,13,16,34,44,19
18,4,18,36,41,52,20
29,3,35,40,43,61,24
43,5,10,16,39,45,15
44,19,38,39,44,51,23
53,7,18,20,34,60,23
61,4,12,32,48,55,23
2,13,21,26,63,68,25
3,3,20,25,30,42,22
5,12,18,37,43,54,25
13,1,22,39,46,52,21
15,11,25,34,35,36,22
29,9,11,34,36,38,20
35,15,21,35,44,45,24
36,13,29,34,38,69,20
40,14,15,30,32,37,21
46,15,16,18,27,56,21
52,8,13,25,27,36,21
57,2,7,34,42,47,19
61,10,12,20,35,64,22
63,11,13,16,42,55,18
0,1,16,30,40,42,23
16,5,8,35,46,57,22
17,20,23,31,37,60,19
34,3,7,9,16,34,21
40,14,23,38,43,53,20
43,6,9,18,37,63,22
44,10,22,28,46,64,24
47,2,16,24,31,40,21
53,7,19,21,24,37,22
58,6,7,8,10,69,25
2,24,30,37,40,52,23
4,2,20,21,33,49,23
5,18,27,37,43,62,22
8,1,11,54,62,63,24
13,4,15,33,50,62,22
22,12,26,47,56,66,23
24,13,15,24,28,62,19
31,10,14,19,21,29,18
43,13,18,34,35,45,22
46,11,13,34,59,60,18
50,23,25,32,35,62,22
54,18,22,35,38,44,16
61,7,13,26,29,38,23
2,13,28,31,54,60,23
4,22,28,36,37,38,17
13,2,18,32,44,61,24
16,2,11,23,33,40,22
24,13,19,37,50,60,20
38,12,13,24,29,63,20
42,1,11,15,30,63,22
43,1,9,30,42,48,16
46,16,26,35,46,50,21
47,15,17,22,30,38,16
55,14,20,40,47,54,21
58,20,21,28,29,52,22
61,1,6,17,18,37,21
40,19,33,35,36,53,20
41,21,28,38,58,62,24
53,15,21,37,44,68,23
14,3,29,39,47,68,24
33,10,21,25,26,63,19
44,19,27,32,40,47,15
58,9,11,16,28,35,20
2,11,15,20,35,58,25
6,6,11,18,32,41,25
14,11,19,28,39,44,23
15,3,5,21,28,37,23
29,15,25,26,45,63,24
33,6,12,14,17,63,20
37,3,8,11,33,53,24
59,11,22,27,37,49,23
61,14,15,19,31,42,22
5,14,21,23,47,65,16
15,9,12,26,31,56,19
21,9,17,21,38,43,23
23,8,9,27,30,63,19
35,18,25,26,47,66,15
36,14,26,48,65,66,25
41,2,9,21,52,54,24
43,15,23,31,46,49,25
50,2,23,28,52,56,25
53,2,14,36,52,61,23
57,13,31,37,55,68,21
58,7,21,40,42,58,20
7,3,16,17,34,38,25
9,1,2,3,15,54,22
11,1,14,36,39,56,21
35,6,9,16,26,27,24
38,17,24,49,60,61,25
50,6,11,34,36,63,25
52,7,18,20,36,64,22
58,4,9,10,26,64,22
0,2,9,22,51,65,17
10,15,22,28,29,35,24
21,20,27,29,40,61,15
32,26,28,37,63,66,23
34,3,12,37,44,62,21
45,9,24,31,32,49,21
46,25,31,34,38,52,19
50,3,20,31,37,53,23
56,7,18,20,44,56,25
61,7,18,19,34,36,20
2,3,20,26,49,69,23
21,10,17,32,48,68,22
24,16,17,28,47,68,25
36,9,11,26,44,68,25
50,25,32,34,42,54,23
55,6,15,19,25,60,24
57,20,23,42,48,61,22
58,7,13,14,20,26,23
60,6,8,34,37,50,25
6,4,14,19,34,38,25
13,6,24,40,48,52,21
17,2,29,39,45,61,24
26,2,18,24,51,64,23
28,6,14,30,49,68,15
33,6,17,25,31,41,23
34,14,17,33,45,48,25
37,12,19,28,30,36,24
40,35,37,38,40,61,25
49,11,12,30,44,59,18
58,11,14,23,35,42,20
9,8,28,29,41,55,20
10,11,15,20,23,61,24
13,3,10,23,27,64,20
16,29,30,41,44,61,22
17,7,11,53,55,62,24
31,15,21,25,40,41,22
36,9,16,17,23,35,21
40,5,18,23,26,44,25
45,11,24,42,43,59,18
57,17,21,22,34,52,23
58,7,8,40,53,61,19
8,7,16,17,32,34,23
18,4,22,43,53,60,25
29,6,24,25,49,51,22
32,15,17,25,37,38,23
35,2,6,8,16,41,24
40,1,5,27,59,66,25
43,2,8,22,42,50,25
46,6,26,33,61,64,24
50,23,26,30,36,48,22
52,7,26,44,50,61,23
55,4,12,35,53,62,23
58,4,13,21,39,46,25
62,2,8,13,25,36,23
63,6,9,37,46,48,22
6,2,8,9,13,42,24
25,2,3,8,26,66,25
27,16,23,43,47,57,25
36,10,13,19,36,60,18
40,9,16,44,45,50,23
49,6,18,30,46,59,23
52,4,5,15,43,60,17
53,4,6,7,19,31,24
54,14,16,35,45,46,19
57,4,10,11,16,46,22
60,3,4,7,33,45,21
61,7,12,52,53,58,22
63,1,21,32,39,63,23
5,11,14,24,26,34,23
6,6,13,17,47,56,19
11,12,20,31,34,55,18
12,12,17,32,37,67,24
14,2,5,28,37,46,17
16,1,17,26,30,41,25
22,8,9,11,44,52,22
23,5,19,32,45,53,17
34,8,29,35,36,48,22
49,6,18,28,31,40,23
51,14,16,20,23,49,24
60,17,22,31,41,52,23
2,9,17,25,56,58,21
24,18,30,41,47,58,19
33,2,3,16,50,51,17
45,8,9,30,48,55,20
46,17,24,31,45,54,18
49,9,10,17,38,47,20
50,8,24,42,48,49,25
59,5,15,28,45,69,17
63,1,12,17,28,44,25
4,17,22,46,51,57,21
16,3,8,28,43,47,25
20,5,23,24,41,66,19
32,8,10,12,30,59,24
36,6,12,21,48,51,20
39,1,20,32,35,53,24
40,8,11,16,24,64,21
51,4,10,16,22,47,24
53,2,19,25,30,31,20
54,15,17,23,32,49,22
55,18,20,27,54,55,23
58,3,12,17,56,69,19
63,10,15,29,30,35,20
2,2,17,26,50,61,24
5,12,26,41,61,67,19
11,5,11,23,38,39,22
12,7,11,18,25,63,20
16,14,20,42,46,63,23
30,21,23,39,59,65,17
43,5,16,49,51,65,15
45,10,15,34,51,65,22
46,5,16,28,46,63,19
51,24,37,40,54,68,20
9,9,15,54,56,59,23
20,3,14,16,22,23,21
26,1,6,26,56,68,19
30,12,14,22,26,49,17
36,5,13,26,59,64,23
37,21,22,46,56,59,19
40,2,22,29,40,55,25
41,11,13,18,38,50,23
42,5,22,23,56,60,19
49,1,10,19,23,59,16
51,9,15,28,37,50,20
53,5,6,13,30,46,19
54,5,19,37,49,59,22
56,9,13,16,17,24,23
62,12,16,21,46,56,25
63,17,26,32,50,62,20
2,7,9,18,22,28,21
11,23,26,38,43,61,17
12,5,29,39,43,62,24
13,2,3,18,34,44,25
15,24,42,45,53,57,25
20,5,8,33,35,37,22
33,1,7,12,28,62,23
40,13,25,31,58,67,23
46,11,14,20,54,59,24
48,9,14,35,49,59,24
56,5,11,23,43,48,25
59,19,22,31,57,62,20
61,10,11,12,16,28,22
62,12,13,34,45,68,18
2,2,14,21,40,47,23
17,15,16,32,55,63,24
32,25,27,31,42,58,19
33,3,4,12,25,35,22
35,3,23,25,28,50,24
36,3,7,15,54,63,21
39,3,6,28,48,60,19
42,9,20,37,38,51,22
48,5,14,24,40,51,21
52,5,16,18,49,55,25
56,2,3,11,26,63,14
10,7,17,19,41,53,23
13,12,22,43,64,65,23
16,1,3,10,29,30,25
28,13,27,28,51,52,24
30,5,6,52,55,62,22
35,12,16,19,29,45,22
39,13,20,43,55,57,25
40,6,12,23,44,46,24
49,16,21,33,53,57,25
57,1,23,29,48,53,25
6,4,11,49,63,68,23
13,5,6,9,24,64,23
18,16,28,30,54,58,25
25,10,27,37,40,61,23
28,2,16,37,54,57,24
29,4,7,25,41,53,21
31,3,9,24,34,68,20
32,3,5,14,53,62,25
35,5,17,19,27,59,24
37,11,12,26,53,63,18
38,14,18,33,37,69,22
44,2,6,9,16,56,25
45,17,24,29,54,67,19
58,1,15,21,32,40,22
60,11,38,39,58,59,25
27,1,2,7,44,45,20
28,12,18,30,32,45,21
31,1,16,26,35,55,18
35,1,3,6,12,41,25
39,2,11,13,35,36,23
49,16,17,26,44,65,25
56,5,17,28,29,63,25
58,5,15,25,39,65,17
59,4,8,13,20,69,21
60,12,18,22,40,57,20
61,3,14,18,23,43,24
0,8,19,38,53,56,20
4,2,14,19,29,55,23
5,22,26,28,38,44,24
6,7,19,35,42,60,25
12,6,17,32,51,68,24
24,4,8,24,32,35,16
33,18,21,33,35,58,25
34,16,17,25,29,38,22
35,2,4,14,26,59,17
37,1,21,35,36,61,25
39,19,20,22,31,64,23
61,1,4,39,48,59,24
0,9,11,22,34,62,21
2,12,19,27,51,58,20
16,14,17,27,42,64,19
22,2,12,29,39,41,24
27,5,14,41,50,56,24
28,19,32,35,58,69,21
35,10,25,29,37,44,23
38,12,25,44,46,56,21
41,21,27,38,47,63,18
45,11,12,27,49,68,20
46,27,30,33,38,44,23
48,5,9,29,57,62,23
53,1,12,23,26,53,24
60,18,23,34,63,68,20
1,1,3,5,24,47,25
2,17,19,51,56,57,22
13,7,12,59,61,62,23
14,3,10,17,31,55,22
36,24,30,41,46,49,18
40,28,32,34,54,58,19
44,15,23,24,27,57,19
45,11,15,27,53,60,25
46,14,29,34,61,64,22
47,2,7,53,66,67,24
56,3,8,13,20,35,25
57,10,14,21,56,62,22
19,9,21,33,39,59,20
33,23,29,39,45,64,25
43,6,15,25,43,54,20
48,10,32,48,50,58,25
56,1,8,28,35,66,24
64,9,17,33,36,42,22
5,1,15,18,35,50,20
10,22,36,40,52,64,24
13,4,10,15,33,41,20
20,25,26,35,46,69,21
22,6,14,18,50,62,21
28,13,16,26,34,60,21
35,2,25,26,37,38,24
43,12,16,28,30,55,21
45,2,25,40,51,59,21
49,6,7,24,25,42,19
52,5,6,16,18,68,22
56,12,20,21,29,69,24
62,13,26,30,33,37,22
64,2,6,22,36,40,23
3,20,23,37,44,58,22
9,7,26,28,48,52,21
11,2,8,25,26,59,22
16,10,19,40,47,56,22
18,6,12,27,59,62,18
23,4,7,10,36,54,25
26,9,19,22,55,59,24
28,8,24,35,50,69,23
37,12,21,30,56,65,18
43,4,11,29,32,63,21
49,13,14,25,39,43,23
56,5,6,19,65,68,22
58,13,16,39,50,62,25
61,7,20,35,55,69,22
2,3,15,31,47,60,25
6,8,9,22,50,62,24
33,9,20,40,49,68,25
35,3,19,20,31,54,25
37,18,26,30,34,61,25
50,8,26,27,54,65,25
53,6,12,24,44,51,23
59,3,4,6,45,48,22
64,15,29,35,51,62,24
3,6,12,17,48,53,21
12,10,28,39,51,57,25
18,4,13,23,25,57,20
28,3,25,38,53,54,22
32,11,18,22,31,61,23
35,7,25,35,44,48,23
36,4,8,47,54,64,24
40,2,4,28,41,57,25
43,7,8,17,66,67,20
46,14,17,22,36,60,24
48,9,10,42,46,49,21
56,4,6,19,30,35,25
58,8,15,39,50,52,23
60,17,23,31,38,50,25
61,12,18,29,60,69,20
3,1,23,30,48,58,20
4,5,11,12,35,36,23
12,9,19,33,43,61,20
17,1,13,18,20,34,22
30,15,28,37,53,62,18
31,11,24,41,47,50,16
33,3,5,6,27,65,25
35,9,21,38,41,67,19
45,6,7,23,38,46,20
46,6,13,22,28,41,24
58,27,35,40,44,51,18
61,3,27,39,61,65,25
5,17,20,30,38,53,24
6,6,7,16,47,68,18
18,3,4,23,32,47,17
29,3,33,45,52,55,24
36,8,9,18,31,41,23
40,17,28,29,50,57,24
45,3,7,8,18,63,24
46,5,24,41,54,57,25
51,6,10,12,14,64,24
57,4,11,28,36,37,21
59,2,11,33,36,63,24
0,5,6,13,45,68,19
17,9,13,15,27,47,21
21,6,17,18,46,56,25
24,4,15,26,43,65,23
25,16,29,38,56,57,24
43,1,2,31,42,64,24
55,1,12,16,27,34,23
56,4,5,10,12,68,20
57,9,18,28,32,50,21
60,9,26,30,50,61,24
63,15,25,27,37,38,22
4,19,24,27,30,55,15
6,12,15,44,51,65,20
12,2,31,40,48,63,24
18,3,18,19,26,33,24
27,2,6,8,28,53,25
29,19,24,32,44,64,18
32,1,12,34,45,51,20
33,1,9,38,53,69,20
40,4,17,18,25,30,21
41,11,17,28,46,57,23
45,1,24,35,37,63,25
49,6,32,42,43,62,23
61,5,15,16,21,31,18
62,5,17,27,31,45,19
5,16,18,40,50,63,19
23,8,9,29,50,55,23
30,7,14,31,52,59,19
31,13,17,29,55,63,24
40,4,6,21,32,59,23
46,9,10,28,47,65,22
63,7,22,42,49,68,18
0,1,7,8,29,53,21
2,2,3,4,16,24,25
6,8,10,26,34,68,17
20,6,8,41,56,65,24
23,6,10,19,34,55,22
28,34,38,41,53,63,23
29,4,11,39,41,43,22
35,7,15,16,22,56,18
42,15,19,34,47,54,23
46,2,19,23,45,56,25
48,1,4,17,33,47,19
50,5,30,31,46,61,25
12,10,21,42,45,55,24
24,12,22,36,41,45,25
40,15,18,38,44,45,25
43,11,16,29,52,58,24
48,2,8,15,47,68,25
54,15,27,31,32,65,23
62,14,17,19,57,66,24
6,10,19,23,47,49,22
7,11,16,25,43,54,23
8,9,11,34,58,65,21
16,11,25,26,38,45,24
18,12,17,22,28,48,19
35,29,32,50,54,56,25
42,5,8,26,29,46,20
44,5,10,19,30,48,22
45,9,10,19,49,65,24
49,3,8,26,30,59,24
52,7,14,17,48,60,19
53,9,16,17,33,38,21
2,11,22,30,32,48,23
17,1,3,21,26,57,22
30,6,8,15,28,39,24
36,3,5,10,11,37,22
38,5,8,40,46,51,23
54,20,28,34,51,52,24
61,6,8,9,23,51,22
62,3,7,12,35,44,22
13,2,17,20,49,59,24
16,3,20,46,51,53,23
22,7,15,19,28,51,20
24,9,13,33,51,61,18
32,4,7,30,46,62,20
46,10,21,30,56,58,25
52,19,39,42,43,53,23
0,3,20,37,40,53,24
5,11,21,30,43,63,25
7,4,17,42,63,64,25
37,12,13,17,22,37,23
39,4,31,36,37,47,24
51,20,23,25,34,69,18
58,5,8,15,17,25,24
61,16,31,44,47,57,21
5,17,21,27,40,55,23
26,12,25,28,46,57,19
30,1,13,15,27,38,25
43,17,18,27,31,49,24
52,4,6,10,16,28,25
56,8,21,25,51,53,20
58,9,18,24,37,63,20
61,5,18,30,49,58,24
63,5,11,18,30,32,25
12,12,20,24,37,53,23
16,1,12,45,51,52,20
18,2,3,8,41,53,25
22,5,24,34,40,50,21
23,3,7,10,17,38,25
27,5,17,23,47,62,19
33,9,16,19,41,42,20
36,12,14,16,59,62,18
54,1,7,38,57,63,19
56,1,17,30,64,66,20
1,3,4,6,37,66,21
2,9,21,41,52,55,24
5,14,16,22,40,61,23
6,15,17,44,47,48,23
13,2,9,26,28,61,25
17,5,7,12,20,27,23
36,5,14,33,50,60,24
50,9,15,18,25,38,24
51,4,12,32,39,59,22
63,4,8,13,63,68,18
64,12,32,46,53,54,24
0,4,33,39,51,65,23
5,10,19,39,44,49,25
14,5,21,39,58,61,22
16,6,7,10,12,63,22
19,3,5,10,28,33,22
30,13,24,28,54,57,20
36,7,10,25,55,66,20
51,4,5,28,47,69,24
53,15,17,29,30,47,24
54,18,22,25,35,49,23
56,2,4,24,54,61,21
60,1,2,18,36,51,24
63,1,9,10,19,25,23
64,2,18,23,25,68,20
6,8,9,13,21,25,24
11,2,21,41,46,55,23
13,3,14,26,28,57,24
16,6,26,33,35,51,25
19,3,8,32,38,47,18
21,3,17,31,60,65,25
25,5,27,30,50,53,24
27,1,5,9,25,58,24
32,1,18,20,55,59,24
47,7,8,36,46,66,21
58,4,6,14,16,37,23
60,3,20,33,62,64,22
64,7,12,14,36,46,25
9,14,23,24,34,39,19
16,1,5,7,8,17,16
25,3,13,15,48,58,23
28,3,9,32,44,47,25
32,1,4,21,40,53,15
35,1,10,32,34,57,20
37,14,16,30,39,43,18
39,3,9,26,32,46,16
40,15,18,39,41,63,21
56,16,19,33,41,58,23
58,10,30,35,44,48,20
61,11,16,20,62,66,24
63,5,9,18,20,45,19
1,16,20,24,34,56,18
5,6,11,22,28,33,19
6,4,19,40,42,44,22
13,20,30,42,44,56,22
14,8,15,16,44,62,23
21,8,28,42,54,60,25
24,13,22,27,62,65,23
28,1,11,12,20,61,25
32,6,20,42,53,58,23
33,1,14,19,30,36,23
47,5,6,47,57,59,22
54,7,13,30,54,68,20
55,8,14,25,51,63,19
61,5,12,32,55,57,25
4,11,22,47,55,56,25
6,3,8,16,31,36,24
16,3,10,17,19,49,25
22,1,31,34,46,66,25
34,2,10,27,28,29,25
40,8,12,24,57,64,20
43,6,11,26,28,40,20
48,8,18,21,42,57,25
54,4,5,20,44,48,23
55,9,29,41,48,61,21
56,8,14,23,44,62,21
61,6,16,54,60,61,22
16,30,33,35,43,66,22
22,2,11,37,52,58,19
25,15,17,24,31,60,20
31,6,15,17,41,43,25
41,4,22,30,46,59,24
44,8,16,36,52,62,21
53,6,16,32,55,63,21
7,13,15,36,53,68,24
14,6,8,18,21,41,24
33,4,14,22,41,64,25
40,4,14,29,32,50,25
44,12,17,20,34,59,22
46,4,5,10,35,56,21
53,3,6,24,39,65,21
61,7,11,14,31,49,19
2,3,22,27,31,37,24
16,6,14,34,40,41,21
19,2,15,20,38,50,22
29,4,7,18,39,52,17
30,5,17,34,45,58,21
36,2,4,11,13,46,21
51,1,12,19,53,66,23
52,6,11,17,47,50,24
55,2,7,22,47,66,23
2,22,28,29,34,41,24
6,5,18,20,52,54,24
8,8,9,13,46,60,25
13,28,32,45,46,53,25
27,6,21,25,50,64,20
31,6,19,34,52,64,23
32,11,18,28,33,50,20
36,14,19,38,44,61,17
59,6,16,25,37,41,23
61,14,25,51,61,69,24
63,5,11,13,22,35,24
22,3,16,34,40,66,22
33,20,24,28,31,50,22
36,27,35,39,47,61,23
40,4,31,45,46,50,20
42,3,22,26,32,47,20
48,3,9,14,41,46,23
53,3,10,40,44,56,18
54,8,10,19,41,62,18
58,6,21,28,49,50,23
61,11,13,23,24,28,25
2,8,20,23,37,64,19
5,1,5,11,43,52,25
11,18,20,31,41,53,23
31,3,5,9,31,36,23
40,11,17,46,55,68,24
50,4,31,40,65,68,24
53,14,27,29,33,47,24
61,8,25,29,37,52,23
62,6,30,32,47,61,24
2,1,4,6,49,61,23
22,15,27,33,38,68,21
24,5,11,25,53,60,22
25,5,9,47,61,64,24
27,14,19,26,41,46,22
36,11,19,33,43,58,20
40,21,33,35,37,63,23
46,14,20,36,63,68,23
58,8,20,24,46,67,21
60,12,19,35,53,58,18
10,12,13,21,33,52,24
16,6,14,34,38,54,20
17,15,20,30,38,66,24
18,10,13,26,27,46,19
20,7,12,26,51,54,18
33,4,14,25,33,42,23
35,1,22,27,30,58,20
36,17,18,32,42,59,23
38,6,12,31,39,61,17
44,27,30,31,33,41,22
45,3,6,28,29,47,22
47,4,9,11,47,68,24
12,2,28,37,39,52,24
29,9,17,18,24,40,25
37,2,19,45,46,52,22
46,3,16,36,38,68,20
48,18,28,32,61,63,23
60,3,11,26,50,53,21
3,15,16,19,50,59,21
16,8,9,28,37,61,22
17,5,12,15,54,68,22
33,6,18,30,31,54,25
35,1,21,26,45,66,22
43,5,14,17,32,33,23
52,22,26,40,41,44,20
57,3,27,31,56,64,23
63,14,16,29,51,60,18
0,4,15,34,64,65,20
2,2,5,20,38,57,22
10,7,28,34,37,59,23
14,2,17,18,45,59,21
19,11,24,38,41,64,19
24,16,25,29,52,62,23
28,6,10,13,32,57,23
33,19,26,31,44,67,23
45,10,19,27,36,54,20
46,8,9,15,18,59,23
0,17,22,39,53,64,21
6,6,32,36,46,55,25
10,6,11,23,37,67,20
12,2,7,17,36,47,23
19,14,18,24,27,50,22
25,15,18,29,42,55,21
33,3,11,12,15,65,22
40,4,12,13,43,50,24
53,27,32,35,47,56,21
58,12,24,34,37,64,23
59,6,9,41,61,66,25
63,7,8,14,31,58,22
2,8,24,29,41,54,25
7,3,22,39,52,63,20
20,2,33,41,58,63,21
28,8,10,23,34,41,24
31,8,14,22,30,52,24
32,4,9,19,51,67,22
46,8,20,48,52,69,23
50,1,3,26,33,51,25
59,13,31,33,68,69,22
61,5,6,17,52,54,20
63,11,15,32,33,58,22
0,3,14,20,31,65,21
1,4,23,25,39,57,20
5,6,16,47,52,66,22
6,1,5,10,11,28,20
10,4,30,35,38,62,24
11,3,8,10,33,60,17
13,1,3,16,42,55,18
23,5,15,23,43,50,21
24,10,11,27,32,61,24
28,16,20,33,38,55,24
43,1,3,8,16,35,21
54,21,25,26,30,42,24
0,3,6,38,57,64,19
4,1,5,7,54,68,24
6,11,14,34,45,67,25
12,10,15,27,35,46,21
18,16,37,38,39,40,25
21,19,33,44,46,69,23
25,7,15,37,44,63,23
32,9,19,48,57,68,25
37,3,19,30,40,55,23
40,31,36,44,45,63,19
43,16,32,36,54,59,18
45,12,21,63,66,68,25
47,3,20,23,46,48,24
56,20,23,39,52,56,24
63,12,26,28,29,41,23
1,11,20,45,47,61,25
10,7,28,37,59,62,25
18,1,14,28,45,52,21
28,1,8,37,40,57,21
35,4,14,33,42,66,18
52,1,5,25,67,68,23
58,10,14,39,49,64,21
2,6,10,36,40,55,25
16,7,9,19,36,58,21
17,8,9,26,36,61,20
25,7,8,28,36,50,20
29,8,12,29,51,57,17
35,1,4,7,9,64,25
37,11,14,32,54,62,22
39,3,18,22,34,54,21
40,17,19,38,48,66,25
54,4,11,25,58,59,20
61,15,18,42,60,67,25
10,6,20,50,55,66,22
12,16,29,31,35,50,23
16,27,32,37,47,52,25
30,2,3,20,42,51,22
33,13,26,27,55,60,20
35,7,16,17,38,55,22
36,3,7,18,54,68,20
40,4,34,35,40,69,24
43,6,20,29,57,64,19
51,13,26,35,59,60,20
53,13,15,21,29,49,24
57,16,18,29,56,58,23
63,9,20,42,54,55,22
0,6,11,22,27,46,19
12,14,15,22,27,45,21
20,1,3,5,59,67,18
36,9,10,27,41,52,24
44,1,6,8,40,60,18
56,15,21,34,38,61,23
57,5,10,34,60,69,18
59,4,10,18,34,52,21
60,26,30,42,43,69,19
62,8,14,21,28,62,22
1,5,14,25,41,58,21
2,8,10,15,50,52,20
3,11,13,20,40,59,24
6,11,19,27,39,69,20
7,13,16,34,39,51,19
9,20,22,26,63,64,21
11,5,12,23,31,55,21
23,15,18,26,40,67,22
27,1,8,17,33,39,19
39,1,5,34,43,54,18
40,4,13,31,32,38,19
45,21,28,29,52,56,22
61,2,9,10,41,61,23
63,12,13,16,32,56,24
3,29,35,36,43,46,22
6,3,12,30,51,53,20
31,13,21,33,44,52,25
33,6,18,26,32,69,20
34,6,8,11,48,66,16
46,10,14,23,41,53,24
50,7,10,12,41,53,24
53,4,11,22,48,62,19
56,15,18,30,40,50,23
63,17,18,33,38,62,22
7,5,17,22,30,65,23
15,14,24,28,51,59,21
16,14,30,42,52,54,21
33,3,9,24,43,55,19
38,19,33,35,43,56,25
48,15,28,30,38,62,25
49,7,12,29,30,59,22
52,9,27,41,48,57,22
58,10,14,32,36,52,23
63,6,10,27,29,35,24
64,5,11,29,30,58,25
1,5,12,27,30,64,23
2,7,26,30,33,48,24
3,11,16,30,45,57,21
4,15,16,25,26,51,19
9,3,7,8,15,41,19
18,7,10,30,34,41,22
20,5,7,23,36,67,19
27,27,29,32,50,52,18
35,1,11,16,32,33,20
46,5,15,16,23,67,24
63,7,14,24,47,61,20
4,11,13,25,28,41,22
5,7,10,25,36,61,18
6,5,13,14,29,33,22
13,4,12,22,25,52,24
14,3,5,20,45,69,22
33,11,17,29,40,52,19
36,13,16,40,63,66,19
43,3,11,17,33,47,24
50,17,22,30,51,52,20
58,5,15,24,36,45,22
60,12,21,29,33,45,25
61,29,31,33,42,61,19
2,1,12,26,32,46,25
4,8,9,25,40,60,19
6,11,22,32,56,61,24
12,2,11,15,21,22,25
16,4,35,42,56,57,22
18,19,26,32,50,65,22
20,7,8,34,55,67,18
22,3,23,27,56,60,18
29,3,11,14,17,33,25
32,9,14,45,61,62,18
34,10,16,29,43,67,23
40,24,30,32,37,40,25
42,3,10,11,13,27,20
46,18,19,24,65,66,25
48,1,12,16,17,44,20
58,13,14,27,30,49,19
0,6,10,24,27,29,25
13,4,6,47,54,58,18
20,6,8,13,22,69,25
46,2,5,13,44,54,21
51,17,32,44,48,66,22
63,10,20,39,40,58,24
19,14,19,44,48,62,22
21,19,30,32,36,40,21
23,3,26,28,54,65,20
26,1,16,33,55,67,24
35,6,7,42,48,59,20
37,6,9,28,41,58,22
44,21,22,29,39,57,16
53,3,5,24,37,69,20
55,8,9,33,37,47,22
59,22,29,30,48,55,18
5,1,24,28,52,66,20
8,9,14,30,36,67,19
21,2,6,38,46,60,21
24,26,28,31,38,61,24
28,8,13,16,38,46,21
34,7,16,29,53,65,22
35,11,33,35,50,52,22
36,14,15,45,54,57,21
40,16,19,28,31,69,21
59,10,26,28,32,42,20
7,13,22,33,53,65,24
21,4,26,43,44,63,24
37,6,7,18,28,69,24
42,12,21,28,43,63,19
43,16,18,28,48,52,24
56,11,16,21,42,45,23
57,15,17,24,41,52,25
60,7,19,21,33,51,23
2,4,35,37,44,59,24
4,4,11,13,21,56,24
6,3,6,9,14,36,22
9,8,23,29,53,62,25
15,2,9,27,40,57,23
16,6,14,16,48,61,25
29,3,9,34,48,56,24
30,2,9,11,32,37,19
38,25,27,28,43,46,16
57,1,16,31,56,65,24
58,15,28,39,42,67,23
60,28,30,39,43,53,18
64,9,24,37,44,51,21
2,10,26,36,48,62,22
7,10,26,30,45,53,21
9,3,12,22,27,51,20
14,6,33,38,41,53,24
15,12,19,33,45,52,20
19,3,9,31,48,61,24
24,14,23,37,42,55,25
31,1,10,20,30,61,23
35,7,31,38,42,55,24
46,7,18,38,39,66,19
48,17,24,29,43,61,21
55,10,12,19,28,44,25
20,4,12,29,40,56,24
27,7,11,31,33,69,20
36,2,20,37,44,65,21
40,1,14,26,55,67,18
50,3,6,20,26,37,24
55,2,16,23,45,48,21
56,3,16,19,52,55,22
62,1,18,19,34,50,21
4,4,14,25,43,52,22
6,9,10,25,26,36,22
24,12,24,26,65,66,23
30,6,8,10,21,29,22
33,4,12,18,34,64,21
35,2,16,27,28,56,24
40,4,23,29,32,61,22
41,8,13,37,42,62,25
43,4,7,12,40,66,22
49,6,10,31,48,59,23
53,2,23,32,38,64,21
1,1,29,42,50,59,25
6,2,6,10,50,59,19
22,5,13,36,45,48,21
25,9,13,16,27,42,25
27,1,7,11,34,63,23
31,8,11,12,13,15,24
33,3,9,12,32,60,22
34,7,14,45,64,66,24
59,16,18,31,33,51,22
61,6,9,12,15,32,23
6,2,10,16,48,55,21
11,11,25,37,49,69,24
19,11,28,39,53,61,23
20,16,19,21,45,62,22
25,6,11,14,23,53,24
28,7,10,13,62,63,22
36,6,17,33,37,53,22
40,3,13,31,40,49,22
43,5,11,17,19,39,15
45,3,14,17,39,40,25
53,13,28,29,35,43,25
62,2,19,26,28,63,25
63,3,19,53,59,61,23
2,1,28,41,52,58,24
12,22,27,30,44,63,23
13,4,5,14,32,46,22
24,11,18,40,63,65,25
25,6,12,30,35,46,23
33,27,34,41,47,53,23
35,12,19,21,24,51,23
41,7,26,35,51,66,24
56,3,14,34,46,56,25
2,8,20,41,49,65,22
19,4,6,26,40,42,24
21,18,31,34,38,68,22
26,3,4,8,48,58,23
27,1,3,39,48,57,25
37,3,9,36,55,57,20
38,3,5,6,10,54,15
46,13,21,28,50,51,23
52,14,17,26,53,59,25
53,8,11,17,26,49,22
61,10,14,34,36,45,21
62,14,16,39,52,53,23
1,5,18,21,34,42,20
2,11,17,24,35,44,20
4,3,10,28,51,61,24
6,1,4,20,43,60,22
9,12,18,19,25,35,22
11,1,14,15,32,40,20
17,5,7,30,32,61,18
25,2,10,18,36,41,24
28,3,8,50,62,68,23
32,5,21,49,54,60,25
38,6,18,25,26,54,22
